id_x,user_id,book_id,quantity,unit_price,timestamp,shipping,id_y,name,address,phone,email,id,title,author,genre,publisher,year,date,paid_price,user_key,author_set
81678,50160,21892,1,24.5,2025-01-31 15:55:19.000,NULL,50160,Erna Terry DDS,"Apt. 783 6284 Russel Court, Curtisland, VA 42329-3441",171.518.9823,warren@hammes.test,21892,The Last Temptation,"Vernice Emard, Dylan Upton, Fredda Brekke",Biography/Autobiography,Da Capo Press,1996,2025-01-31,24.5,"warren@hammes.test171.518.9823Apt. 783 6284 Russel Court, Curtisland, VA 42329-3441","('dylan upton', 'fredda brekke', 'vernice emard')"
78241,50620,21794,2,32.25,2025-02-11 03:33:23.000,NULL,50620,Susana Mills, ,613.473.1119,renna@hermiston.example,21794,Judgment at Nuremberg,"Jeffery Leuschke PhD, Miss Bok Barrows, Frederick Klocko CPA, Era Hodkiewicz",Reference book,Voyager Books,2001,2025-02-11,64.5,renna@hermiston.example613.473.1119 ,"('era hodkiewicz', 'frederick klocko cpa', 'jeffery leuschke phd', 'miss bok barrows')"
78614,47795,21803,1,49.5,2025-01-22 21:29:50.000,NULL,47795,Kevin Shields,"660 Monahan Extensions, East Chelsie, IA 47779-6054",408.765.7831,bill@shanahan-kshlerin.example,21803,Pokémon Blue,"Kristeen Kessler CPA, Malorie Glover, Guadalupe Batz Ret., Paula Rolfson",Classic,Marshall Pickering,2026,2025-01-22,49.5,"bill@shanahan-kshlerin.example408.765.7831660 Monahan Extensions, East Chelsie, IA 47779-6054","('guadalupe batz ret.', 'kristeen kessler cpa', 'malorie glover', 'paula rolfson')"
84345,50838,21832,1,32.5,2025-03-21 22:09:00.000, ,50838,Bennett Yundt, ,(914) 738-4279,elliot@becker.example,21832,"Alone on a Wide, Wide Sea",Pedro Bradtke,Mystery,Basic Books,2006,2025-03-21,32.5,elliot@becker.example(914) 738-4279 ,"('pedro bradtke',)"
80911,49908,21881,1,63.5,2024-08-27 08:15:41.056,NULL,49908,Regan Tillman,"Suite 400 337 Kautzer Road, Lake Christoper, ID 81217",(280) 436-0607,chad@auer.test,21881,Flashdance: Original Soundtrack from the Motion Picture,"Joseph Raynor, Ja Ankunding II",Metafiction,Pen and Sword Books,2024,2024-08-27,63.5,"chad@auer.test(280) 436-0607Suite 400 337 Kautzer Road, Lake Christoper, ID 81217","('ja ankunding ii', 'joseph raynor')"
79692,49610,21675,1,18.5,2024-11-04 01:47:03.000,NULL,49610,Dori Zieme,"Apt. 741 261 Taunya Locks, Heathcoteburgh, NE 32030-5755",(123) 881-9406,cory.kreiger@pouros.test,21675,The Bourne Ultimatum,Jaleesa Breitenberg DVM,Mythology,Naiad Press,2016,2024-11-04,18.5,"cory.kreiger@pouros.test(123) 881-9406Apt. 741 261 Taunya Locks, Heathcoteburgh, NE 32030-5755","('jaleesa breitenberg dvm',)"
81095,50016,21374,1,71.99,2025-07-21 22:40:41.000,NULL,50016,Towanda Kerluke I,"Suite 179 44765 Jennefer Mountains, Donnellfort, NM 02233-8736",565-692-6753,khadijah_murray@stamm.example,21374,WarioWare: Touched!,Ms. Kami Prosacco,Mythology,St. Martin's Press,1951,2025-07-21,71.99,"khadijah_murray@stamm.example565-692-6753Suite 179 44765 Jennefer Mountains, Donnellfort, NM 02233-8736","('ms. kami prosacco',)"
79587,49751,21339,4,65.0,2024-12-04 16:03:00.000,,49751,Mario Williamson,"4042 Robt Walk, Kertzmannburgh, ND 24740-5682",(852) 741-2100,junior.torphy@dooley-murazik.example,21339,The Legend of Zelda: Breath of the Wild,Sen. Leta Berge,Biography/Autobiography,Fairview Press,2024,2024-12-04,260.0,"junior.torphy@dooley-murazik.example(852) 741-21004042 Robt Walk, Kertzmannburgh, ND 24740-5682","('sen. leta berge',)"
82696,50196,21584,1,43.75,2024-11-06 16:05:16.000,NULL,50196,Mickey Stehr,"30067 Rosenbaum Forge, Howellfort, NM 32762",419 955 2243,cathern.beatty@wilkinson.example,21584,Se7en,Gov. Crystle Klocko,Crime/Detective,Martinus Nijhoff Publishers,1976,2024-11-06,43.75,"cathern.beatty@wilkinson.example419 955 224330067 Rosenbaum Forge, Howellfort, NM 32762","('gov. crystle klocko',)"
83541,50147,21816,2,7050.0,2025-03-06 11:45:28.000,"Suite 772 5259 Ozie Summit, Cummerataview, IN 87860",50147,Barrett Cartwright,,266-097-9661,timmy_hoeger@roob.example,21816,O Pioneers!,Myrl Miller,Mythopoeia,Ziff Davis Media,0,2025-03-06,14100.0,timmy_hoeger@roob.example266-097-9661,"('myrl miller',)"
85884,49197,21976,1,29.0,2024-09-05 07:02:00.000,,49197,Easter Kuhic,"13852 Rebecca Square, South Benberg, GA 87277",(611) 206-2554,hoyt.armstrong@hansen.test,21976,Hacksaw Ridge,Rico Zemlak,Comic/Graphic Novel,Bantam Books,2009,2024-09-05,29.0,"hoyt.armstrong@hansen.test(611) 206-255413852 Rebecca Square, South Benberg, GA 87277","('rico zemlak',)"
82744,50498,21491,1,30.0,2024-09-10 08:57:54.000,NULL,50498,Elinor Streich DVM,"Suite 521 63396 Sauer Villages, East Shannon, OH 67554-2579",(474) 654-0569,carman@bartoletti.example,21491,The Golden Apples of the Sun,Jeffry Nolan Ret.,Essay,Firebrand Books,1984,2024-09-10,30.0,"carman@bartoletti.example(474) 654-0569Suite 521 63396 Sauer Villages, East Shannon, OH 67554-2579","('jeffry nolan ret.',)"
80411,48273,22026,2,57.5,2024-12-07 13:50:00.000,NULL,48273,Gov. Hannelore Nikolaus,"2683 Grant Summit, Marioport, LA 54515-9028",408 603 4734,francisco@kutch.test,22026,Jesting Pilate,"Mohamed Dach, Clyde Jacobson",Short story,New Holland Publishers,1970,2024-12-07,115.0,"francisco@kutch.test408 603 47342683 Grant Summit, Marioport, LA 54515-9028","('clyde jacobson', 'mohamed dach')"
83693,50758,21777,1,31.5,2025-02-05 16:14:04.000,NULL,50758,Pres. Wm Stroman,"Suite 117 7370 Jackie Stream, North Natalie, SD 75184-8480",525 228 0990,albert@witting-gleichner.test,21777,The Golden Apples of the Sun,Jeffry Nolan Ret.,Essay,Cloverdale Corporation,1994,2025-02-05,31.5,"albert@witting-gleichner.test525 228 0990Suite 117 7370 Jackie Stream, North Natalie, SD 75184-8480","('jeffry nolan ret.',)"
86357,49125,21573,2,28.0,2024-08-24 10:30:57.000,"78346 Edmundo Heights, Huelshire, VA 41518-0607",49125,Dee Schinner,"78346 Edmundo Heights, Huelshire, VA 41518-0607",763-175-8762,ardelle_shields@krajcik.example,21573,Vertigo,"Marlon Casper, Boyce Hoeger",Reference book,Brill,2025,2024-08-24,56.0,"ardelle_shields@krajcik.example763-175-876278346 Edmundo Heights, Huelshire, VA 41518-0607","('boyce hoeger', 'marlon casper')"
83599,47733,22055,1,55.5,2024-08-24 08:24:59.000,,47733,Tamela Swift,"193 Pollich Centers, New Doloris, NJ 06979",(924) 548-1352,jasmin@lynch-schiller.example,22055,Beyond the Mexique Bay,"Reginia Weissnat, Miss Wade Lebsack",Classic,Ballantine Books,1984,2024-08-24,55.5,"jasmin@lynch-schiller.example(924) 548-1352193 Pollich Centers, New Doloris, NJ 06979","('miss wade lebsack', 'reginia weissnat')"
85921,48883,22033,1,48.75,2024-04-02 15:37:20.585,,48883,Rev. Hong Koelpin,"2384 Lecia Parkway, East Danille, NM 81132",599-810-8314,hilario@spencer.test,22033,Heat,"Lela Emard, Keeley Hand, Coy Streich",Tall tale,Parachute Publishing,1994,2024-04-02,48.75,"hilario@spencer.test599-810-83142384 Lecia Parkway, East Danille, NM 81132","('coy streich', 'keeley hand', 'lela emard')"
78452,48120,21394,1,68.5,2025-03-31 22:13:00.000,NULL,48120,Quinton Schinner,"370 Lind Extension, Boscomouth, MT 74876",629-763-1403,inez_greenfelder@wehner.example,21394,It Happened One Night,Cruz Abshire MD,Mystery,DAW Books,1982,2025-03-31,68.5,"inez_greenfelder@wehner.example629-763-1403370 Lind Extension, Boscomouth, MT 74876","('cruz abshire md',)"
78567,49847,21824,1,59.0,2024-08-18 06:02:55.000,,49847,Rick Rowe,"Suite 652 68037 Walter Road, Lake Randyfort, ME 89443-3948",786.386.9958,heriberto@lindgren-glover.test,21824,A Glass of Blessings,Garth Marvin,Horror,Holt McDougal,2022,2024-08-18,59.0,"heriberto@lindgren-glover.test786.386.9958Suite 652 68037 Walter Road, Lake Randyfort, ME 89443-3948","('garth marvin',)"
86115,48338,21596,1,36.25,2024-07-10 13:06:00.000,NULL,48338,Billie Ritchie,"Apt. 346 61281 Hayes Skyway, Bayerfort, NH 47101",787.534.8330,kenna_hodkiewicz@brakus.test,21596,The Colour of My Love,Brandi Cole,Horror,FabJob,2009,2024-07-10,36.25,"kenna_hodkiewicz@brakus.test787.534.8330Apt. 346 61281 Hayes Skyway, Bayerfort, NH 47101","('brandi cole',)"
83127,49203,22008,1,66.75,2024-11-01 13:56:17.000,NULL,49203,Roselee Trantow,"Apt. 649 493 Reichel Circle, West Bennie, MD 13238",895.167.4503,evan_heaney@crona-anderson.example,22008,"Ah, Wilderness!",Gov. Crystle Klocko,Narrative nonfiction,Carlton Books,2024,2024-11-01,66.75,"evan_heaney@crona-anderson.example895.167.4503Apt. 649 493 Reichel Circle, West Bennie, MD 13238","('gov. crystle klocko',)"
82188,48744,21486,3,25.5,2024-12-23 19:44:52.000,"70939 Lloyd Fall, Dooleybury, CO 89886",48744,Damion Glover,"70939 Lloyd Fall, Dooleybury, CO 89886",906 908 8845,bernardine_erdman@mueller-fay.example,21486,Far Cry,Nick Ziemann,Legend,Zondervan,1986,2024-12-23,76.5,"bernardine_erdman@mueller-fay.example906 908 884570939 Lloyd Fall, Dooleybury, CO 89886","('nick ziemann',)"
85506,50199,22035,3,34.0,2025-06-03 11:53:37.000,,50199,Xavier Boyle,"Suite 381 25814 Tromp Causeway, Gerholdfurt, NC 31875-8607",(792) 742-9262,milford@smitham.test,22035,Beneath the Bleeding,"Norberto Kohler, Moshe Wilderman, Dr. Emmaline Ritchie",Fanfiction,United States Government Publishing Office,-,2025-06-03,102.0,"milford@smitham.test(792) 742-9262Suite 381 25814 Tromp Causeway, Gerholdfurt, NC 31875-8607","('dr. emmaline ritchie', 'moshe wilderman', 'norberto kohler')"
83638,47781,21963,1,38.25,2024-08-10 23:23:00.000,"Suite 852 6071 Frami Grove, Lake Refugiofurt, MI 42887",47781,Malik Casper,"Suite 852 6071 Frami Grove, Lake Refugiofurt, MI 42887",(165) 927-4202,penny_deckow@watsica.test,21963,A Catskill Eagle,Anton Toy,Narrative nonfiction,Atlas Press,2017,2024-08-10,38.25,"penny_deckow@watsica.test(165) 927-4202Suite 852 6071 Frami Grove, Lake Refugiofurt, MI 42887","('anton toy',)"
81421,49252,21481,2,22.25,2025-07-18 21:51:00.000,"7358 Syreeta Prairie, New Pamelabury, DE 91542",49252,Indira Schmitt,"7358 Syreeta Prairie, New Pamelabury, DE 91542",(677) 588-0433,yen@thiel-hilpert.test,21481,Oldeuboi,Ted Rutherford,Classic,Eel Pie Publishing,0,2025-07-18,44.5,"yen@thiel-hilpert.test(677) 588-04337358 Syreeta Prairie, New Pamelabury, DE 91542","('ted rutherford',)"
84980,49584,21502,2,67.0,2025-04-03 06:29:00.000,,49584,Janett Goodwin,"Suite 860 598 Satterfield Spring, Farrahview, AL 75357",557-509-9739,ruth@abernathy.test,21502,The Shining,Korey Rice V,Reference book,Libertas Academica,1996,2025-04-03,134.0,"ruth@abernathy.test557-509-9739Suite 860 598 Satterfield Spring, Farrahview, AL 75357","('korey rice v',)"
83383,50284,21478,2,47.99,2025-03-20 05:57:41.000,NULL,50284,Walton Satterfield,"Apt. 668 822 Alexis Prairie, Kunzemouth, PA 54891-5574",(711) 069-6479,delmar_pollich@mayert-toy.test,21478,The Moon by Night,"Frederick Klocko CPA, Era Hodkiewicz, Jeffery Leuschke PhD, Miss Bok Barrows",Historical fiction,Unfinished Monument Press,2000,2025-03-20,95.98,"delmar_pollich@mayert-toy.test(711) 069-6479Apt. 668 822 Alexis Prairie, Kunzemouth, PA 54891-5574","('era hodkiewicz', 'frederick klocko cpa', 'jeffery leuschke phd', 'miss bok barrows')"
79354,48473,21445,1,18.25,2025-01-05 13:00:00.000,,48473,Gov. Odis Dickens,"Apt. 529 364 Hubert Union, West Avis, CT 94899",197.554.4797,tashina@kihn-halvorson.example,21445,Command & Conquer: Red Alert 2,Mr. Dominque Becker,Humor,Canongate Books,2026,2025-01-05,18.25,"tashina@kihn-halvorson.example197.554.4797Apt. 529 364 Hubert Union, West Avis, CT 94899","('mr. dominque becker',)"
78989,50814,22003,1,57.25,2024-11-18 00:04:00.000,,50814,Ronnie Aufderhar,"Suite 305 77360 Chance Springs, Quintonfort, MA 69405",910-278-2933,cyrus@mccullough.test,22003,Garry's Mod,Kizzie Purdy,Fiction in verse,Cambridge University Press,2025,2024-11-18,57.25,"cyrus@mccullough.test910-278-2933Suite 305 77360 Chance Springs, Quintonfort, MA 69405","('kizzie purdy',)"
79163,50262,21671,1,38.99,2024-09-25 01:18:27.000,NULL,50262,Genevive Schmeler,"9185 Lee Street, Powlowskiview, TN 76526-0969",451 353 2045,roman_hettinger@crooks.example,21671,After Many a Summer Dies the Swan,Susannah Tremblay DC,Reference book,Gefen Publishing House,1998,2024-09-25,38.99,"roman_hettinger@crooks.example451 353 20459185 Lee Street, Powlowskiview, TN 76526-0969","('susannah tremblay dc',)"
80696,50380,21734,1,52.75,2024-08-24 13:14:00.000,,50380,Vince Watsica,"Apt. 103 7196 Myung Lights, Port Shantaeland, NC 96050-2288",(454) 491-9515,bess_lesch@berge.example,21734,The Way Through the Woods,Felicita White DO,Fanfiction,HarperCollins,1979,2024-08-24,52.75,"bess_lesch@berge.example(454) 491-9515Apt. 103 7196 Myung Lights, Port Shantaeland, NC 96050-2288","('felicita white do',)"
80970,50465,21914,1,70.5,2024-12-28 05:18:09.000,,50465,Fr. Angeline Quigley,"5316 Wolff Circles, Port Setsuko, OK 32053-4366",552.759.2226,margy.aufderhar@davis.test,21914,Mass Effect 2,Prof. Augustus Konopelski,Legend,E. P. Dutton,1945,2024-12-28,70.5,"margy.aufderhar@davis.test552.759.22265316 Wolff Circles, Port Setsuko, OK 32053-4366","('prof. augustus konopelski',)"
85202,50574,21342,1,60.0,2025-03-02 17:09:00.000,,50574,Amb. Sherie Lemke,"Suite 681 443 Shirl Pines, Parkerhaven, VT 82051-0945",259.721.8932,jamie@doyle.example,21342,Millennium,"Deborah Grant, Shanti Hand, Roman Osinski Sr.",Legend,Firebrand Books,2010,2025-03-02,60.0,"jamie@doyle.example259.721.8932Suite 681 443 Shirl Pines, Parkerhaven, VT 82051-0945","('deborah grant', 'roman osinski sr.', 'shanti hand')"
82723,48276,21490,2,66.0,2024-04-09 23:45:59.000,"Apt. 429 33804 Kathryn Mountains, Joanaburgh, MA 37568-5100",48276,Jeanice Harber,"Apt. 429 33804 Kathryn Mountains, Joanaburgh, MA 37568-5100",(663) 460-5859,kelsey_mclaughlin@bode-stiedemann.example,21490,Taming a Sea Horse,"Kevin Mayer, Kimberely Kutch, Darius Mohr",Horror,Ian Allan Publishing,2004,2024-04-09,132.0,"kelsey_mclaughlin@bode-stiedemann.example(663) 460-5859Apt. 429 33804 Kathryn Mountains, Joanaburgh, MA 37568-5100","('darius mohr', 'kevin mayer', 'kimberely kutch')"
84301,49810,21541,2,36.75,2024-11-14 23:28:01.000, ,49810,Daina Olson, ,(582) 339-8771,lavenia@herman.example,21541,Like a Virgin,Beverly McDermott,Mystery,Blackie and Son Limited,2017,2024-11-14,73.5,lavenia@herman.example(582) 339-8771 ,"('beverly mcdermott',)"
81900,47861,21968,1,21.5,2024-07-08 15:54:03.687,,47861,Laureen Hudson,"Suite 625 485 Gerhold Harbor, Armstrongbury, IN 71570",652 677 0765,laurena.sporer@medhurst-gutkowski.example,21968,The Last Enemy,Mohamed Dach,Horror,Pecan Grove Press,2019,2024-07-08,21.5,"laurena.sporer@medhurst-gutkowski.example652 677 0765Suite 625 485 Gerhold Harbor, Armstrongbury, IN 71570","('mohamed dach',)"
79808,50485,21730,2,36.0,2024-12-27 19:57:22.000,,50485,Ophelia Gerlach,"Apt. 424 6986 Robert Shoals, West Tenniemouth, TX 13203-3726",767 558 9232,sol@willms-hickle.test,21730,Pokémon HeartGold,Dominique Sipes,Metafiction,Athabasca University Press,2013,2024-12-27,72.0,"sol@willms-hickle.test767 558 9232Apt. 424 6986 Robert Shoals, West Tenniemouth, TX 13203-3726","('dominique sipes',)"
80632,50264,21866,1,39.5,2025-10-02 11:08:08.000,,50264,Lyla Stokes,"Apt. 995 5482 Louie Coves, North Belen, PA 71046-0635",318-964-7557,tashina.kovacek@kshlerin.example,21866,No Highway,Susannah Tremblay DC,Crime/Detective,Tammi,1845,2025-10-02,39.5,"tashina.kovacek@kshlerin.example318-964-7557Apt. 995 5482 Louie Coves, North Belen, PA 71046-0635","('susannah tremblay dc',)"
79118,49855,21875,1,47.75,2024-07-20 05:28:43.000,NULL,49855,Brandon Treutel,"Apt. 429 84448 McLaughlin Club, New Joann, AR 84631-1990",214-292-0960,zita.effertz@quigley-klocko.test,21875,The Glory and the Dream,Elvina Nader,Horror,Sams Publishing,2024,2024-07-20,47.75,"zita.effertz@quigley-klocko.test214-292-0960Apt. 429 84448 McLaughlin Club, New Joann, AR 84631-1990","('elvina nader',)"
86018,48325,21891,4,65.75,2025-05-01 01:19:19.000,NULL,48325,Hayden Bradtke MD,"Suite 766 6533 Sipes Cliff, North Jewelton, ID 82656-1328",116-722-6195,alexander@hermann.example,21891,Team Fortress Classic,Roman Koss,Humor,Zed Books,1995,2025-05-01,263.0,"alexander@hermann.example116-722-6195Suite 766 6533 Sipes Cliff, North Jewelton, ID 82656-1328","('roman koss',)"
84510,50205,21738,1,42.75,2025-01-25 05:42:32.000,,50205,Melina Beer,,(568) 053-9427,lauralee@goodwin-abshire.example,21738,Goodfellas,Shirlene Toy,Classic,Parachute Publishing,2020,2025-01-25,42.75,lauralee@goodwin-abshire.example(568) 053-9427,"('shirlene toy',)"
78479,49638,21306,1,50.0,2024-12-02 01:14:38.000,NULL,49638,Miss Hayden Hartmann,"4905 Anderson Cliff, Clementview, TN 97527-2519",956 496 8597,damaris@crist.example,21306,That Hideous Strength,Rossana Cruickshank,Textbook,Chambers Harrap,2008,2024-12-02,50.0,"damaris@crist.example956 496 85974905 Anderson Cliff, Clementview, TN 97527-2519","('rossana cruickshank',)"
79406,48453,21802,1,43.0,2025-04-20 16:42:17.000,,48453,Nancie Conroy DVM,"Apt. 449 916 Ledner Vista, Evanport, PA 04325-5193",485.101.3598,linwood@swaniawski.test,21802,Pokémon Shield,Lonnie Hilpert,Mythology,Chick Publications,2012,2025-04-20,43.0,"linwood@swaniawski.test485.101.3598Apt. 449 916 Ledner Vista, Evanport, PA 04325-5193","('lonnie hilpert',)"
82487,48591,21591,1,50.0,2025-07-14 21:26:42.000,"Apt. 659 83330 Schmeler Lodge, Napoleonborough, CO 90847-5961",48591,Courtney Aufderhar,"Apt. 659 83330 Schmeler Lodge, Napoleonborough, CO 90847-5961",660.002.1183,lettie@heidenreich.example,21591,No Longer at Ease,Rev. Alix Langworth,Classic,Palgrave Macmillan,1995,2025-07-14,50.0,"lettie@heidenreich.example660.002.1183Apt. 659 83330 Schmeler Lodge, Napoleonborough, CO 90847-5961","('rev. alix langworth',)"
84704,48082,21888,1,73.99,2025-12-01 05:34:34.000,,48082,Cammie Medhurst,"89081 Warren Passage, Lake Donny, KY 15174",983.073.3065,darwin_erdman@boyer-jacobi.test,21888,The Dark Knight Rises,Alina Collier Esq.,Narrative nonfiction,HarperCollins,1976,2025-12-01,73.99,"darwin_erdman@boyer-jacobi.test983.073.306589081 Warren Passage, Lake Donny, KY 15174","('alina collier esq.',)"
83330,49774,21327,1,20.99,2024-08-07 05:12:59.000,"Apt. 325 62226 Friesen Crossing, Douglaschester, WA 60351",49774,Bruno Larkin,"Apt. 325 62226 Friesen Crossing, Douglaschester, WA 60351",200.270.7752,rana.marquardt@jaskolski.test,21327,Animal Crossing: New Leaf,Trevor Turner,Fiction in verse,Library of America,2005,2024-08-07,20.99,"rana.marquardt@jaskolski.test200.270.7752Apt. 325 62226 Friesen Crossing, Douglaschester, WA 60351","('trevor turner',)"
81373,48146,21789,2,25.0,2025-03-21 10:55:16.690,"Suite 229 8016 Clifton Mission, East Ianburgh, OR 94196-5070",48146,Ronnie Abshire LLD,"Suite 229 8016 Clifton Mission, East Ianburgh, OR 94196-5070",761 513 9765,rosette_haley@mann-langosh.test,21789,Call of Duty: Black Ops,"Kirk Treutel, Klara Runolfsdottir Sr.",Textbook,Gay Men's Press,1984,2025-03-21,50.0,"rosette_haley@mann-langosh.test761 513 9765Suite 229 8016 Clifton Mission, East Ianburgh, OR 94196-5070","('kirk treutel', 'klara runolfsdottir sr.')"
85584,50335,21807,2,33.0,2024-07-12 18:56:23.000,,50335,Nancee Casper,"44720 Vernice Row, Mandytown, MO 30155-6318",123-698-1859,bong_macgyver@langosh.example,21807,Dying of the Light,Johnny Russel,Science fiction,Apress,2008,2024-07-12,66.0,"bong_macgyver@langosh.example123-698-185944720 Vernice Row, Mandytown, MO 30155-6318","('johnny russel',)"
83019,48576,21610,2,56.0,2024-04-26 11:23:27.000,NULL,48576,Donald Schultz,"Apt. 849 8502 Jae Harbors, Hanefort, ME 11782",978 060 0444,jarvis@williamson-rempel.test,21610,Ring of Bright Water,"Timmy Corwin, Franklyn Stokes VM",Legend,Horizon Scientific Press,1996,2024-04-26,112.0,"jarvis@williamson-rempel.test978 060 0444Apt. 849 8502 Jae Harbors, Hanefort, ME 11782","('franklyn stokes vm', 'timmy corwin')"
82291,48726,21337,1,37.25,2024-10-21 06:59:40.808,,48726,Miss Julius Spencer,"Suite 451 910 Lamont Mission, New Vancebury, WV 35312",(307) 777-6176,lindsey@zboncak.test,21337,Left 4 Dead 2,Cruz Abshire MD,Mystery,Daedalus Publishing,1984,2024-10-21,37.25,"lindsey@zboncak.test(307) 777-6176Suite 451 910 Lamont Mission, New Vancebury, WV 35312","('cruz abshire md',)"
81438,50887,21963,1,40.75,2025-10-14 19:06:00.000,NULL,50887,Miss Alex Strosin,"1989 Marks Valley, Lake Burton, NC 21857",910.838.6934,jeremiah.daniel@carroll.example,21963,A Catskill Eagle,Anton Toy,Narrative nonfiction,Atlas Press,2017,2025-10-14,40.75,"jeremiah.daniel@carroll.example910.838.69341989 Marks Valley, Lake Burton, NC 21857","('anton toy',)"
